chapter#	sectionfloat	isextra	paragraph
5	0.181818	1	A behelyettesítést tehát {NSW=RED}-re állítjuk vissza, ahogyan az 1. lépésben adódott, illetve a 3. lépésben elkövetett WA=RED értékadást követő AC3/MAC-es következtetés eredményeképp 4. lépésben kivitelezett, NT változó értékkészletére vonatkozó redukciót, aminek során a RED érték kikerült az értékkészletéből, semmissé tesszük, azaz az NT változó értékkészletét visszaállítjuk {RED, GREEN, BLUE}-ra.
6	0.1	1	Most pedig erre alapozva bebizonyítsuk a Minimax tételt! Próbáljuk meg bebizonyítani, hogy ha teljesül a bekeretezett, ún. Minimax-feltétel (amely szerint, ha ugyanazt a hasznot kapjuk függetlenül attól, hogy előbb vagy utóbb maximalizálunk q1 szerint és előtte/utána minimalizálunk q2 szerint), akkor létezik q* nyeregpont, avagy egyensúly.
19	0.954545	0	Mutassa ki a konjunktív normál formába való átalakításával és a rezolúció alkalmazásával, hogy a  szakasz - Tanulás releváns információ alapján részben található és a brazilokra vonatkozó konklúzió helyes.
12	0.952381	0	A kockavilágban két Strips cselekvést kellett bevezetnünk, hogy az Üres predikátumot helyesen megtartsuk, a Mozgat és az AsztalraTesz cselekvéseket. Mutassuk meg, hogy a feltételes következmények hogyan használhatók mindkét eset egyetlen cselekvéssel történő leírására.
9	0.931034	1	 A Szereti( János, Fagylalt) mondatból kiindulva logikusnak tűnik arra következtetni, hogy ∃x Szereti(x,Fagylalt)  . Adjon meg egy általános következtetési szabályt, az egzisztenciális bevezetést (Existential Introduction), amely megerősíti ezt a következtetést. Gondosan vizsgálja meg a feltételeket, amelyeket ki kell elégíteni a felhasznált változókkal és termekkel.
1	0.172414	0	Egy fontos dologról nem szabad elfeledkezni: rövidesen meglátjuk, hogy összetett környezetben a tökéletes racionalitást – mindig helyesen cselekedni – lehetetlen elérni. A számítási szükségletek egyszerűen túl nagyok. A könyv nagyobb részében azonban azzal a munkahipotézissel fogunk élni, hogy a tökéletes döntéshozatal megértése jó kiindulópont. A probléma így egyszerűbbé válik, és megfelelő keretet nyújt a területhez tartozó alapozó anyag többségéhez. A korlátozott racionalitással (limited rationality) – azaz megfelelően cselekedni, miközben az összes kívánt számítás elvégzésére nincs elegendő idő – explicit módon a 6. és a  fejezet foglalkozik.
17	0.933333	0	A kő-papír-olló gyerekjátékban mindegyik játékos egyszerre felmutatja a választását, ami kő, papír vagy olló. A papír becsomagolja a követ, a kő kicsorbítja az ollót, az olló elvágja a papírt. A kiterjesztett kő-papír-olló-tűz-víz változatban a tűz üti a követ, papírt és ollót, a kő, papír és olló üti a vizet, és a víz üti a tüzet. Írja fel a jutalmazási mátrixot, és keressen egy kevert stratégiájú megoldást a játékhoz.
25	0.814815	0	A CES, C++ beágyazott rendszerekhez (C++ for embedded systems), a C++ nyelv kiterjesztése, amely már valószínűségeket és tanulást is tartalmaz (Thrun, 2000). A CES adattípusai valószínűségi eloszlások, amelyek a programozó számára lehetővé teszik a bizonytalan információk kezelését a korábbi nehézségek nélkül. Ami még fontosabb, hogy a CES lehetőséget nyújt a robot szoftverpéldákkal való tanítására, nagyon hasonlóan a  fejezetben tárgyalt tanulási algoritmusokhoz. Ennek kihasználásával a programozók hagyhatnak helyet a programban a később megtanulható függvények számára – ezek tipikusan differenciálható parametrikus reprezentációk, mint például a neurális hálók. Ezeket a függvényeket a külön tanulási fázisban tanulja meg a rendszer, ahol a tanító határozza meg a kívánt kimeneti viselkedést. A CES sikeresnek bizonyult részlegesen megfigyelhető és folytonos esetekben is.
6	0.1	1	Hasonlóképp látható, hogy az 1-es játékos v stratégiája immár, az x stratégia eliminálását követően, dominálja az u stratégiát (van, ahol nagyobb kifizetést ad, de általában sehol sem kevesebbet, mint az u stratégia). Tehát a fentebb kapott 2x2-es játékot 1x2-es méretűre redukálhatjuk.
16	0.043478	0	Ámbár az MVH-elv bármely döntési helyzet esetén meghatározza a helyes cselekvést, a szükséges számítások lehetnek kivitelezhetetlenek, és néha maga a probléma megfogalmazása is bonyolult. A világ kezdeti állapotának ismerete érzékelést, tanulást, tudásreprezentációt és következtetést igényel. A P(Eredmény[i](A)|Tesz(A), E) kiszámítása a világ teljes okozati modelljét igényli, és – ahogyan azt a  fejezetben láttuk – NP-teljes számítást a valószínűségi hálózatokban. Az egyes állapotok U(Eredmény[i](A)) hasznosságának a kiszámítása gyakran keresést vagy tervezést igényel, mivel az ágens nem tudja, hogy egy állapot mennyire jó addig, ameddig nem tudja, hogy hova is kerülhet ebből az állapotból. Így a döntéselmélet nem csodaszer, ami megoldja az MI-problémát. Másrészről azonban, ez egy olyan keretet ad, amelyben áttekinthető egy MI-rendszer összes részének a beilleszkedése. Fontos Az MVH-elv egyértelműen kapcsolódik a  fejezetben felvetett teljesítménymértékek elképzeléshez. Az alapötlet nagyon egyszerű. Tekintsük azokat a lehetséges környezeteket, amelyek érzékeléssel és memóriával rendelkező ágenseket tesznek lehetővé, és gondoljuk át azt, hogy milyen lehetséges ágenseket tudnánk tervezni. Ha egy ágens maximalizálja a hasznosságfüggvényét, és az helyesen tükrözi a teljesítmény mértékét, amivel a viselkedését megítélik, akkor ez a lehető legmagasabb teljesítménypontszámot éri el, ha a hasznosságot azon lehetséges környezetek felett átlagoljuk, amelyekbe az ágens kerülhet. Ez az alapvető igazolása az MVH-elvnek. Bár az állítás tautológiának tűnhet, valójában nagyon fontos átmenetet jelent a racionalitás globális, külső kritériumaitól – a múltbeli környezetek felett vett teljesítménytől – egy lokális, belső kritériumig, ami a következő állapotra vonatkozó hasznosságfüggvény maximalizálását jelenti.
13	0.590909	0	Ezért a táblázatos formában megadott teljes együttes valószínűségi eloszlás a gyakorlatban nem használható eszköz következtető rendszerek felépítésére (mindemellett a fejezet végén található történeti megjegyzésekben találkozhatunk egy ilyen módszeren alapuló valós alkalmazással). E technikát úgy kell tekintenünk, mint egy elméleti alapot, amelyre a hatékonyabb módszerek épülhetnek. A fejezet további részeiben bemutatjuk azokat az alapötleteket, amelyekre szükségünk lesz a  fejezet valós rendszereinek kifejlesztéséhez.
5	0.181818	1	A változó, amelynek most értéket adtunk (NT) értékkészlete 1-elemű, mint látjuk. Ezért tehát az AC3/MAC algoritmus első lépésének, melyben az értékadásnak megfelelően egy-eleműre redukálja a változó értékkészletét, felesleges lenne. Sőt, mivel az értékkészlet redukciója effektíve nem történik meg, ezért igazából következtetni sincs értelme, hiszen az NT=RED értékadástól az AC3/MAC szempontjából nézve nem változik semmi. Tehát az AC3/MAC ebben az esetben, amikor 1-elemű értékkészlettel rendelkező változó kap (egyértelműen) értéket, nem csinál semmit.
6	0.1	1	A teljes állapothalmaz (nagy Omega) bármely E részhalmazát eseménynek nevezzük, és azt mondjuk, hogy az i játékos tudja az E eseményt, amennyiben az aktuálisan igaz w világállapotban a Pi(w) információs halmaza része az E eseménynek. Ebből kiindulva definiálható egy i játékos Ki(E) tudásfüggvénye. A Ki(E) tudásfüggvény gyakorlatilag azokat a világállapotokat adja vissza, amelyekben az i játékos tudja az E eseményt. Belátható, hogy a tudásfüggvény által visszaadott állapothalmaz éppen a megfelelő Pi(w) információs halmazok uniója (mivel minden Pi(w) diszjunkt és tartalmazza w-t). Éppen emiatt igaz a következő fólia utolsó állítása, azaz Ki(E)=E akkor, ha E nyilvánvaló esemény i számára, azaz ha E egyértelműen „kitapétázható” Pi(w) halmazok által.
6	0.1	1	A játékosok tehát, mikor saját stratégiájukat megválasztják az itt indukált játékban, akkor végső soron az ui hasznosságukat, ami az egyéni értékelésük, és a kifizetésük összege, próbálják maximalizálni. Namármost, ha az egyéni értékelésüket (-ti) hozzáadjuk a kifizetési függvény (1)-es tagjához, akkor gyakorlatilag -ti értékek egy szummáját kapjuk minden i-re (utilitariánus társadalmi összhaszon), ami negatív. A (2)-es tagtól eltekintve, amire az i játékosnak úgysincs befolyása, végső soron tehát az i játékos ezt a szummát próbálja meg maximalizálni ahhoz, hogy a hasznát maximalizálja. Magyarán egyiknek sem érdeke nagyobb ti költséget közölni annál, mint ami valójában van (hiszen akkor a szumma kisebb volna, negatívabb). ...és bizonyára kisebb típust sem éri meg közölni, hiszen a kapott mechanizmus jól láthatóan VCG mechanizmus, ami olyan játékot indukál, amiben az igazmondás a domináns egyensúly, azaz mindenki a saját valódi ti típusát fogja bejelenteni, avagy a megfelelő, igazi ti stratégia szerint fog játszani, aminek köszönhetően valóban meghatározhatjuk a globálisan optimális megoldást, azaz a valóban legrövidebb utat x-ből y-ba.
8	0.387097	0	Az elsőrendű logika a predikátumok és termek korábban leírt használatán kívül még egy lehetőséget nyújt atomi mondatok készítésére. Alkalmazhatjuk az egyenlőségszimbólumot (equality symbol) állítások készítésére is annak kifejezésére, hogy két term ugyanarra az objektumra vonatkozik. Például az
18	0.684211	1	A kutatási eredmények alapján úgy tűnik, hogy lehetséges a tanuló algoritmus becslési teljesítményének javítása a becslések torzításának és várható értékének tükrében [4]. (Ha a becslés várható értéke és a becsülni kívánt célváltozó várható értéke megegyezik, akkor a becslés torzítása, tanulás esetében a becslés elfogultsága (bias) nulla.) Továbbá, az eljárás úgy tűnik nem érzékeny a túltanulás jelenségére [4]. (Tanuló algoritmus túltanulása azt jelenti, hogy olyan szabályokat alkot az osztályozó eljárás, amelyek csak a tanuló adathalmazra érvényesek. Például csak barna és zöld szemű zsokék lovai nyertek a tanuló mintán, és az eljárás azt a szabályt határozza meg, hogy más szemszínű zsoké lova nem lehet győztes befutó.)
5	0.181818	1	A következő, (WA, NT) él konzisztens, hiszen WA egyetlen GREEN értékével konzisztens NT egyetlen RED értéke. Az élet töröljük. A következő, (SA, NT) él is konzisztens, mivel SA egyetlen BLUE értékével konzisztens NT egyetlen RED értéke. Ezt az élet is töröljük tehát. A következő, (Q, NT) él is konzisztens, és az utána listában következő további 5 él is, így ezeket is mind-mind töröljük a listáról, amely így kiürül jelezve, hogy a következtetés végére értünk anélkül, hogy ellentmondásra jutottunk volna. Ezt a szerencsés állapotot mutatja a következő ábra.
2	0.894737	1	Jegyezzük meg, hogy az ekvivalencia ezen definíciója semmit nem mond az ágensprogram hatékonyságáról! Könnyen előfordulhat, hogy két ágensprogram ekvivalens, de az egyik lényegesen hatékonyabb, mint a másik. A jó ágensprogram szerkesztésekor a feladat tulajdonképpen az, hogy megtaláljuk az adott ágensfüggvényt megvalósító ekvivalens ágensprogramok közül a legoptimálisabbat!
23	0.333333	1	A teszt eredmények szemléltetésére, főleg a nemzetközi szakirodalomban, alkalmazott módszer a ROC analízis. A ROC görbét egységnégyzetben ábrázolják, melynek x-tengelyén az (1-specificitás), az y-tengelyén a diagnosztikai szenzitivitás értékeket jelenítik meg. A négyzet jobboldalán feltűntethetők az (1-diagnosztikai szenzitivitás) értékek, a négyzet felső tengelyén pedig a diagnosztikai specificitás értékek is. A ROC görbe az alkalmazott teszt eredményeinek átfedését ábrázolja a betegek és az egészségesek csoportjainak adataiból, a döntési szintek teljes tartományában. A görbe minden pontja egy diagnosztikai szenzitivitás/diagnosztikai specificitás pontpárt jelenít meg egy döntési szinten. A teszt diagnosztikai hatékonysága akkor a legjobb, ha a diagnosztikai szenzitivitás és diagnosztikai specificitás is maximális, ebben az esetben a ROC görbe áthalad az egységnégyzet bal felső csúcsán. Hamis pozitív és hamis negatív eredmények ilyenkor nem adódtak, a betegek és az egészségesek eredményeit jellemző Gauss-görbék nem fedik egymást. Ha a teszt a vizsgált betegség szempontjából nem tud különbséget tenni, akkor a ROC görbe pontjai az egységnégyzet bal alsó és jobb felső csúcsát összekötő diagonális egyenes körül helyezkednek el.
